row,offer_text,assigned_itemcode,assigned_itemname,label_provenance,final_verdict,replacement_itemcode,replacement_itemname,justification,verdict_source,adjudicator_verdict,adjudicator_note,n_superior_skus_found,skus_compared,label_defects,runtime_rule_defects,protein_inconsistency,pack_inconsistency,category_unreachable,multi_entity_offer
507,Al-Kabeer Chkn frank 300 g,VKCCSC,Chicken Cocktail  Frank 300 G  x 24,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 4/237 (57.7).",deterministic,VERIFIED_CORRECT,"Offer declares chicken frank at 300 g and assigned VKCCSC is Chicken Cocktail Frank 300 G x 24 (cat2=Chicken, fam4=SAUSAGES) with pack=compatible, prot=1, cat_ok=1. The higher-name contender VFDC (Chicken Frank 340 G, name=72) is pack=INCOMPATIBLE against the stated 300 g, so declared size decisively selects the assigned SKU.",0,237,,,False,False,False,False
508,Al kabeer Chiken frank 300 gm,VKCCSC,Chicken Cocktail  Frank 300 G  x 24,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 12/237 (60.7).",deterministic,VERIFIED_CORRECT,"Offer 'Chiken frank 300 gm' matches assigned VKCCSC (Chicken Cocktail Frank 300 G x 24) exactly on declared weight, protein and the SAUSAGES family, pack=compatible and cat_ok=1. All higher-name rivals are either a different product (CHICKEN FRIES, KOFTA, NUGGETS, POP-CORN) or size-conflicting (VFDC 340 g INCOMPATIBLE, CFB is beef).",0,237,,,False,False,False,False
509,Al-Kabeer Blueberries pulp,VMP,MANGO PULP NEW,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['blueberrie']; name rank 10/237 (45.7).",deterministic,INCORRECT,"The offer names blueberries but assigned VMP is MANGO PULP (name=46, rank 10) - a different fruit, which is a product-identity conflict that outweighs the shared 'pulp' token. VBLUD BLUEBERRIES 350GM is the top text match (name=78, rule=60, rank 1, cat2=Fruits, cat_ok=1) and matches the plural fruit noun exactly; no blueberry-pulp master exists, so the blueberry SKU is the best available of the 237.",0,237,,,False,False,False,False
510,Al Kabeer Strawberries slices,VMS,MANGO SLICES,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['strawberrie']; name rank 3/237 (59.7).",deterministic,INCORRECT,"Offer says strawberries; assigned VMS is MANGO SLICES (name=60), a different fruit. VSB STRAWBERRIES scores name=92 / rule=63 (rank 1/237), same cat2=Fruits and fam4 slice/pulp family with cat_ok=1, so fruit identity decisively favours VSB. VSBAPR is rejected because the offer carries no AK PRO sub-brand token.",0,237,,,False,False,False,False
511,Al Kabeer's cheese cube,VPAN,PANEER CUBES,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['cheese']; name rank 19/237 (50.0).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"'Cheese cube' maps to paneer (Indian cheese) cubes, and VPAN PANEER CUBES is the only cube-form cheese product among the candidates - the higher-name rivals are either beef (BC40 BEEF CUBES, name=72, wrong protein/product) or cheese sticks/samosas/spring rolls, which are different product identities. Confidence is limited because the offer declares no weight and the sibling VPAN500 (PANEER CUBES 500 g) is equally defensible.",0,237,,,False,False,False,False
512,AlKabeer Cheese cube,VPAN,PANEER CUBES,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['cheese']; name rank 19/237 (52.3).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Assigned VPAN PANEER CUBES is the only cheese-in-cube-form master; all higher-scoring candidates (BC40 beef cubes name=70, cheese samosas/sticks/spring rolls 59-67) fail on product identity. The offer states no pack weight, so VPAN 200 g versus VPAN500 500 g cannot be separated, and the assigned SKU ranks only 19/237 on name.",0,237,,,False,False,False,False
513,Al kabeer cheese cube,VPAN500,PANEER CUBES 500,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['cheese']; name rank 23/237 (45.9).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Same offer wording as row 512 but assigned to the 500 g paneer variant; paneer cubes remains the only cheese-cube product identity in the master list, so the label is plausible. However the offer declares no size, VPAN 200 g is equally valid, and the assigned SKU is weak on both signals (rule rank 58/237, name rank 23/237).",0,237,,,False,False,False,False
514,AL KABBER Cheese cube,VPAN500,PANEER CUBES 500,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['cheese']; name rank 9/237 (51.9).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Assigned VPAN500 (name=52) is edged by its own sibling VPAN 200 g (name=56) and by BC40 BEEF CUBES (56, wrong protein/product). Since VPAN and VPAN500 are the same product differing only in a pack size the offer never states, the label is retained rather than flipped, but confidence is low.",0,237,,,False,False,False,False
515,Al kabeer Potato bites,VPB,POTATO BITES,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['bite', 'potato']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,VERIFIED_CORRECT,"Offer 'Potato bites' is an exact product-identity match to VPB POTATO BITES with name=100 and rule=68.8, rank 1/237 on both signals, prot/fam/var all 1 and cat_ok=1. The next contender (MUTTON CUBES, name=60) is a different protein and product.",0,237,,,False,False,False,False
516,Alkabeer Potato hashbrown,VHBPA,HASH BROWN,v2_synthetic_by_construction,INCORRECT,VPB,POTATO BITES,VPB (POTATO BITES) is superior: covers strictly more of the offer's own wording (['potato'] vs []). Offer words covered by replacement=['potato'] vs assigned=[]; over-specific words replacement=1 vs assigned=2; name similarity 65.8 vs 67.5 (-1.6); protein=1 family=1 pack=unknown; spec '1 Kgs x 10 Pkts'. All 237 master SKUs were compared before selecting this replacement.,deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Assigned VHBPA HASH BROWN is the top name match (68, rank 1/237) and the correct Potato-Spl product identity for 'Potato hashbrown', but the sibling VHBP HASH BROWNS (name=65, 2.5 kg x 4) is a near-tie and the offer declares no weight, so the pack variant is unresolvable from the text.",1,237,,,False,False,False,False
517,Al Kabeer Chkn frank 400gm X 2,VFKJC,Chicken jumbo Hot Dogs 400 g x  24,v2_synthetic_by_construction,INCORRECT,CKN400,CHICKEN NUGGETS (400G),"CKN400 (CHICKEN NUGGETS (400G)) is superior: covers strictly more of the offer's own wording (['400gm', 'chicken'] vs ['chicken']). Offer words covered by replacement=['400gm', 'chicken'] vs assigned=['chicken']; over-specific words replacement=1 vs assigned=3; name similarity 42.6 vs 37.4 (+5.2); protein=1 family=1 pack=compatible; spec '400 Gms x 12 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"The offer declares 400 gm and assigned VFKJC (Chicken jumbo Hot Dogs 400 g, cat2=Chicken, fam4=SAUSAGES) is the only chicken frankfurter master compatible at that unit weight - the two high-name rivals VFDC (340 g, name=75) and VKCCSC (300 g, name=62) are both pack=INCOMPATIBLE with the stated 400 g. Confidence is low because the assigned SKU is only name=37.4 (rank 92/237) and adds an unstated 'jumbo' variant, the match resting almost entirely on the size and sausage-family evidence.",1,237,,,False,False,False,False
518,Alkabeer Chkn frank 340 gr,VFDC,Chicken Frank 340 G  x 24,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'frank']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,VERIFIED_CORRECT,"Offer 'Chkn frank 340 gr' matches VFDC Chicken Frank 340 G x 24 on product identity, protein and declared weight, ranking 1/237 on both name (69) and rule (41.6) with cat_ok=1. All rivals are different products (chicken fries, nuggets, kofta) or a different size/protein (VKCCSC 300 g cocktail, CFB beef).",0,237,,,False,False,False,False
519,Alkabeer chicken frank (340g),VFDC,Chicken Frank 340 G  x 24,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Best of all 237 SKUs on name similarity (90.1, margin +9.8); no attribute conflict; pack compatible.",deterministic,VERIFIED_CORRECT,"Exact match: 'chicken frank (340g)' vs VFDC Chicken Frank 340 G x 24, name=90 and rule=64.9 both rank 1/237, pack=compatible, prot=1, cat_ok=1. The nearest rival VKCCSC is the 300 g cocktail frank and is pack=INCOMPATIBLE with the stated 340 g.",0,237,,,False,False,False,False
520,ALKABEER Potato fries,VFFA,FRENCH FRIES 1,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['potato']; name rank 5/237 (52.4).",deterministic,VERIFIED_CORRECT,"Offer 'ALKABEER Potato fries' is plain with no size, cut, or sub-brand qualifier, so the plain retail SKU VFFA (FRENCH FRIES 1, 1 kg x 10) is the correct default; it is the top-ranked genuine fries SKU (rule rank 2/237, name 52 vs 49 for Thin Cut and 47 for the 2.5kg bulk), prot/fam/var all agree and cat_ok=1. The higher-name contender VPB (83) is POTATO BITES, a different product identity, so it cannot displace it.",0,237,,,False,False,False,False
521,Al kabeer Potato fries 1 Kg,VFFATC,Thin Cut French Fries 1 kg x 10 pkts,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['potato']; name rank 8/237 (48.8).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Offer 'Potato fries 1 Kg' states no cut, yet the assigned VFFATC carries an unstated 'Thin Cut' qualifier; the plain VFFA (FRENCH FRIES 1) is the same 1 kg x 10 Potato pack and scores higher on both signals (name 52 vs 49, rule 43 vs 38). The delta is too small to flip, and both are 1 kg fries with pack=compatible and cat_ok=1, so the assignment stays but is a genuine near-tie.",0,237,,,False,False,False,False
522,ALKABEER Potato fries 1 Kg,VFFATC,Thin Cut French Fries 1 kg x 10 pkts,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['potato']; name rank 8/237 (48.8).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Identical situation to row 521: 'ALKABEER Potato fries 1 Kg' contains no cut descriptor while the assigned VFFATC is the Thin Cut line, and the plain VFFA at the same 1 kg x 10 spec outscores it (name 52 vs 49, rule 43 vs 38). Product identity (potato/french fries), pack compatibility and cat_ok=1 all hold for the assigned SKU, so it is plausible but ambiguous against VFFA.",0,237,,,False,False,False,False
523,AL KABEER chicken frank,VFKJ,CHICKEN JUMBO HOT DOGS,v2_synthetic_by_construction,INCORRECT,VFDC,Chicken Frank 340 G  x 24,"VFDC (Chicken Frank 340 G  x 24) is superior: covers strictly more of the offer's own wording (['chicken', 'frank'] vs ['chicken']). Offer words covered by replacement=['chicken', 'frank'] vs assigned=['chicken']; over-specific words replacement=0 vs assigned=3; name similarity 90.1 vs 64.0 (+26.1); protein=1 family=1 pack=unknown; spec '340 gm x 24 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,"The offer literally says 'chicken frank' and VFDC is literally 'Chicken Frank 340 G x 24' with name=90 (rank 1/237), prot=1, fam=1, cat_ok=1, whereas the assigned VFKJ is CHICKEN JUMBO HOT DOGS - a jumbo-variant SKU whose qualifier appears nowhere in the offer and which ranks only 47/237 on name (64). Offer declares no weight, so no size evidence protects the assigned SKU; VFDC is the exact product-name match.",2,237,,,False,False,False,False
524,AL-KABEEZ CHICKEN frank 400 grams,VFKJC,Chicken jumbo Hot Dogs 400 g x  24,v2_synthetic_by_construction,INCORRECT,VFDC,Chicken Frank 340 G  x 24,"VFDC (Chicken Frank 340 G  x 24) is superior: covers strictly more of the offer's own wording (['chicken', 'frank'] vs ['chicken']). Offer words covered by replacement=['chicken', 'frank'] vs assigned=['chicken']; over-specific words replacement=0 vs assigned=3; name similarity 67.5 vs 44.0 (+23.5); protein=1 family=1 pack=unknown; spec '340 gm x 24 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Offer states 400 grams, which rules out the top name contender VFDC (Chicken Frank 340 G, ~18% off, outside the 10% tolerance), leaving the 400 g jumbo hot dog SKUs as the only weight-compatible sausage-family options; the assigned VFKJC is one of them. Evidence is weak because the offer word 'frank' does not support the unstated 'jumbo' qualifier (name only 44, rank 115/237) and VFKJC is nearly indistinguishable from its 400 g twin VFKJ on this text.",2,237,,,False,False,False,False
525,AL KABEER A.K PRO Potato fries 2500gm X 2,VF6APR,AK PRO French Fries 2.5 kg x 4 (6x6 MM),v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['2500gm', 'potato']; name rank 2/237 (61.9).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Sub-brand (AK PRO), product (potato/french fries) and unit weight (2500gm vs 2.5 kg, pack=compatible) all agree, and VF6APR is rank 1-2 on both signals. Ambiguity is real: VFAPR (AK PRO FRENCH FRIES BULK, 2.5 kg x 4) and VF6SAPR are the same AK PRO 2.5 kg fries family, the offer names no cut size (6x6 MM) or 'bulk', and VFAPR actually leads on rule (53 vs 48) while the offer's 'X 2' matches neither carton count.",0,237,,,False,False,False,False
526,ALKABEER FISH fillets,FCD,CREAM DORI FISH FILLETS,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 1/237 (89.5).",deterministic,VERIFIED_CORRECT,"Generic 'FISH fillets' with no size, no sub-brand and no coating; FCD (CREAM DORI FISH FILLETS) is name rank 1/237 (90), rule rank 4/237, prot=1, fam=1, cat_ok=1, and its 'Asstd. Wt.' spec imposes no size conflict on a weightless offer. Higher-context contenders all carry qualifiers absent from the offer (CFZFB=ZING MILD SPICY, FSAPR=AK PRO, CFBF=BREADED), so none of them beats the plain fillet SKU.",0,237,,,False,False,False,False
527,ALKABEER FISH Filets,FCD,CREAM DORI FISH FILLETS,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 3/237 (73.4).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Assigned FCD is a plain fish-fillet SKU with prot=1, fam=1, cat_ok=1 and an 'Asstd. Wt.' spec that fits the size-less offer, and the two higher-name contenders carry unstated qualifiers (FSAPR=AK PRO 76, CFBF=BREADED 75). Confidence is low because the assigned sits only 3rd on name (73) and the equally plain FFW1 (WHITE FISH FILLET, 72) is essentially tied, with nothing in 'ALKABEER FISH Filets' to separate the two fillet lines.",0,237,,,False,False,False,False
528,ALKABEER Fish FILLETS 1 KG,FFW1,WHITE FISH FILLET 1KG,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 5/237 (75.0).",deterministic,VERIFIED_CORRECT,"Offer declares 1 KG and FFW1 (WHITE FISH FILLET 1KG, 1kg X 10 Pkts) is the only plain, unqualified fish-fillet SKU with pack=compatible; it is rule rank 1/237. Every higher-name contender is excluded on hard grounds - CFZFB, FSAPR, CFBF and FSFT are all pack=INCOMPATIBLE with 1 kg, and FCD has no declared weight while CFBFA adds an unstated BREADED qualifier.",0,237,,,False,False,False,False
529,Al Kabeer's FISH Filets 2x1000gm,FFW1,WHITE FISH FILLET 1KG,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['2x1000gm']; name rank 4/237 (67.4).",deterministic,VERIFIED_CORRECT,"'2x1000gm' declares a 1 kg unit, matching FFW1 (1kg X 10 Pkts, pack=compatible, rule rank 3/237, name rank 4/237), and the offer carries no sub-brand or coating wording. The weight-compatible alternatives are all disqualified by unstated qualifiers or unit size: FSAPR is AK PRO 2 KGS, FSFT is TABARRUK 2kg, CFBFA is BREADED, while CFZFB, CFBF and CFS are pack=INCOMPATIBLE.",0,237,,,False,False,False,False
530,Alkabeer AK PRO fish Fillet,FSAPR,AK PRO FISH FILLET,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['fillet', 'fish', 'pro']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,VERIFIED_CORRECT,"Offer 'Alkabeer AK PRO fish Fillet' matches FSAPR (AK PRO FISH FILLET) exactly: name=100.0 and rule=75.0, both rank 1/237, with prot=1, fam=1, var=1, cat_ok=1. Sub-brand (AK PRO), protein (fish) and product identity (fillet) all agree, and the next contenders are plain or BREADED fillets lacking the AK PRO sub-brand.",0,237,,,False,False,False,False
